,carat,cut,color,clarity,depth percentage,table,length,width,depth,price
6969,1.01,1,3,2,62.4,60.0,6.32,6.38,3.96,4150
43794,0.7,1,0,3,64.3,56.0,5.62,5.57,3.6,1442
41594,0.23,2,5,5,62.8,55.0,3.88,3.9,2.44,391
15631,1.01,1,4,4,60.8,61.0,6.42,6.45,3.91,6271
18034,0.35,4,5,3,61.2,57.0,4.52,4.56,2.78,614
3704,1.0,4,5,2,62.9,56.0,6.32,6.3,3.97,3450
31922,0.3,3,3,5,62.8,59.0,4.27,4.23,2.67,776
50967,0.71,2,1,5,62.3,60.0,5.69,5.73,3.56,2326
391,0.32,3,1,3,62.8,58.0,4.39,4.34,2.74,554
28058,0.38,4,4,3,61.1,57.0,4.7,4.72,2.88,660
2932,0.71,4,2,8,61.6,55.0,5.75,5.78,3.55,3290
39787,0.39,4,6,5,61.9,57.0,4.69,4.71,2.91,1095
179,0.71,4,5,4,62.2,57.0,5.79,5.62,3.55,2776
4951,1.01,3,2,2,60.8,59.0,6.51,6.46,3.94,3733
12956,1.0,3,2,5,61.5,57.0,6.44,6.37,3.94,5387
31069,0.33,3,3,6,62.0,59.0,4.41,4.46,2.75,752
49626,0.3,3,2,3,62.9,56.0,4.31,4.28,2.7,540
16342,1.0,4,2,7,61.5,59.0,6.37,6.41,3.93,6535
53590,0.74,4,5,3,61.6,54.0,5.82,5.9,3.61,2699
1283,0.72,4,5,3,61.0,56.0,5.84,5.79,3.55,2951
32870,0.37,4,3,4,60.5,56.0,4.65,4.68,2.82,809
14671,1.21,3,5,2,61.7,59.0,6.83,6.78,4.2,5920
28657,0.31,4,3,7,60.2,58.0,4.37,4.43,2.65,676
14206,1.31,3,1,5,61.9,56.0,7.07,6.98,4.35,5759
46797,0.7,2,6,2,63.1,58.0,5.63,5.57,3.53,1806
30433,0.32,4,3,7,61.7,56.0,4.37,4.41,2.71,730
47296,0.3,1,0,5,63.4,57.0,4.23,4.26,2.69,394
14037,1.09,3,2,3,59.5,58.0,6.73,6.71,4.0,5706
34024,0.31,1,3,7,57.5,62.0,4.47,4.54,2.59,849
44739,0.52,2,3,5,60.2,57.0,5.22,5.26,3.15,1618
3855,0.72,4,3,5,61.2,57.0,5.76,5.79,3.53,3478
35435,0.32,4,5,4,62.0,55.0,4.41,4.39,2.73,900
10445,1.01,4,5,2,62.2,56.0,6.42,6.45,4.0,4788
11477,1.13,2,4,2,59.1,59.0,6.81,6.87,4.04,5014
17452,1.01,1,4,5,63.3,60.0,6.32,6.35,4.01,6999
43234,0.5,0,5,4,65.4,57.0,5.01,4.81,3.21,1397
9250,0.96,2,4,3,60.6,62.0,6.35,6.39,3.86,4560
10449,1.14,3,1,3,62.2,58.0,6.7,6.67,4.16,4788
2993,0.9,3,3,2,61.1,58.0,6.18,6.22,3.79,3303
34472,0.38,2,5,4,60.3,58.0,4.67,4.72,2.83,866
31577,0.35,4,5,4,61.7,55.0,4.54,4.57,2.81,767
33156,0.31,2,3,7,62.6,61.0,4.28,4.31,2.69,816
46666,0.7,2,0,2,61.7,59.0,5.64,5.67,3.49,1788
52605,0.61,4,3,7,62.7,58.0,5.39,5.43,3.39,2544
29842,0.3,2,6,4,62.9,58.0,4.23,4.26,2.67,710
7560,1.1,4,2,2,61.9,56.0,6.65,6.63,4.11,4250
50823,0.71,1,4,3,63.7,58.0,5.65,5.62,3.59,2308
39420,0.41,3,4,5,60.8,58.0,4.82,4.76,2.91,1076
12667,1.16,4,1,4,61.5,57.0,6.78,6.75,4.16,5302
30721,0.41,2,6,4,62.1,56.0,4.76,4.77,2.96,738
37850,0.33,4,5,5,62.7,57.0,4.45,4.38,2.77,1002
18373,0.3,4,6,4,62.3,56.0,4.29,4.31,2.68,616
14595,1.21,3,6,2,62.2,60.0,6.8,6.83,4.24,5889
14891,1.29,3,3,2,62.0,58.0,7.03,6.97,4.34,5996
39582,0.37,4,5,6,62.2,56.0,4.63,4.6,2.87,1082
53816,0.71,3,5,4,62.1,59.0,5.72,5.68,3.54,2735
15842,1.37,3,2,4,60.9,59.0,7.22,7.17,4.38,6337
51812,1.01,4,1,1,61.6,56.0,6.45,6.43,3.97,2416
43337,0.55,2,5,3,63.0,59.0,5.25,5.17,3.28,1406
3209,0.71,3,4,7,58.1,58.0,5.92,5.88,3.43,3347
43121,0.52,3,6,2,62.4,59.0,5.15,5.05,3.18,1385
16992,1.01,2,5,4,63.5,58.0,6.36,6.34,4.03,6787
38810,0.31,4,3,7,61.9,55.0,4.36,4.3,2.68,1046
30682,0.3,2,3,7,62.6,62.0,4.21,4.26,2.65,737
2151,0.7,2,3,5,61.9,57.0,5.68,5.71,3.53,3127
7144,0.9,1,6,3,63.8,57.0,6.12,6.07,3.89,4178
33199,0.3,3,3,6,62.9,58.0,4.29,4.26,2.69,819
51300,0.31,4,3,4,62.0,57.0,4.34,4.37,2.7,544
45372,0.5,1,3,6,64.1,56.0,5.02,5.06,3.23,1666
2164,0.7,2,6,4,61.2,60.0,5.73,5.77,3.52,3131
18314,1.01,2,6,4,63.1,58.0,6.34,6.38,4.01,7448
29619,0.3,4,1,3,60.4,59.0,4.33,4.35,2.62,439
10336,1.02,4,2,2,61.4,58.0,6.47,6.52,3.99,4766
17734,1.51,2,1,2,62.9,58.0,7.24,7.3,4.57,7139
4254,1.06,3,1,2,58.4,62.0,6.7,6.65,3.9,3579
48709,0.56,4,5,5,61.8,55.0,5.28,5.33,3.28,2010
9780,0.91,2,2,6,62.9,58.0,6.14,6.17,3.87,4665
9386,0.32,1,6,3,63.3,57.0,4.37,4.38,2.77,589
46608,0.54,4,6,3,62.9,57.0,5.22,5.17,3.27,1786
28256,0.33,4,3,5,62.4,56.0,4.43,4.45,2.77,666
4444,0.92,3,2,3,62.0,60.0,6.21,6.27,3.87,3618
30531,0.3,4,3,7,60.6,57.0,4.36,4.38,2.65,734
52301,0.23,4,5,4,61.7,55.0,3.98,4.0,2.46,548
29275,0.31,3,1,6,62.1,58.0,4.33,4.3,2.68,698
53903,0.75,2,5,3,62.9,57.0,5.79,5.84,3.66,2753
40340,0.33,3,6,7,61.8,58.0,4.4,4.43,2.73,1129
49581,0.55,4,2,8,61.7,55.0,5.27,5.29,3.26,2133
6593,1.01,4,3,2,59.5,57.0,6.56,6.59,3.91,4079
46610,0.9,0,1,1,67.2,60.0,5.96,5.88,3.98,1786
16929,1.01,1,3,5,63.8,57.0,6.35,6.38,4.06,6759
6099,0.91,3,3,3,62.6,58.0,6.17,6.14,3.85,3975
5299,1.01,0,5,2,60.0,60.0,6.48,6.38,3.86,3801
47979,0.32,4,5,3,62.1,54.0,4.4,4.42,2.74,532
31628,0.3,4,2,3,62.2,57.0,4.27,4.31,2.67,450
48399,0.59,4,5,4,62.3,55.0,5.35,5.38,3.34,1968
3108,0.71,2,4,4,63.0,54.0,5.7,5.72,3.6,3323
12130,0.93,4,2,5,61.8,57.0,6.23,6.27,3.86,5171
37056,0.43,4,1,7,62.2,57.0,4.84,4.81,3.0,968
32251,0.36,2,5,4,61.3,60.0,4.55,4.59,2.8,789
36025,0.45,4,2,3,61.6,56.0,4.94,4.96,3.05,923
49468,0.47,4,5,6,61.6,56.0,4.97,5.01,3.07,2113
51650,0.35,2,2,4,59.8,62.0,4.57,4.63,2.75,545
732,0.31,4,1,7,62.3,54.0,4.37,4.4,2.73,557
7061,0.33,3,1,6,61.0,59.0,4.41,4.44,2.7,579
10812,0.96,3,5,3,60.0,60.0,6.44,6.39,3.85,4864
8128,1.08,4,1,3,61.4,57.0,6.67,6.62,4.08,4355
1505,0.72,4,6,3,61.1,59.0,5.76,5.8,3.53,2993
31312,0.32,4,6,4,62.2,55.0,4.37,4.41,2.73,758
30727,0.33,2,4,6,61.1,56.0,4.46,4.48,2.73,739
35004,0.42,3,3,3,61.6,61.0,4.82,4.79,2.96,882
17517,1.04,3,5,4,61.1,59.0,6.54,6.56,4.0,7047
1766,0.7,1,3,6,61.1,61.0,5.67,5.69,3.47,3046
11465,1.09,1,2,3,63.6,56.0,6.56,6.53,4.16,5010
11468,1.13,3,5,3,62.7,57.0,6.65,6.62,4.16,5012
14386,0.3,4,4,4,61.8,56.0,4.3,4.31,2.66,605
46194,0.51,3,4,5,62.2,58.0,5.14,5.12,3.19,1749
46888,0.72,3,0,4,62.6,58.0,5.72,5.66,3.56,1814
2373,0.32,4,2,5,61.8,55.0,4.41,4.42,2.73,561
11773,1.21,3,2,2,61.1,60.0,6.91,6.86,4.21,5082
14486,1.0,2,6,3,63.2,60.0,6.31,6.35,4.0,5851
11362,1.03,2,4,3,61.5,59.0,6.42,6.49,3.97,4996
36515,0.3,3,4,6,61.1,59.0,4.32,4.29,2.63,945
46674,0.59,3,5,3,61.8,60.0,5.39,5.33,3.31,1789
24710,0.31,3,5,4,58.1,60.0,4.49,4.42,2.59,639
4917,0.7,2,3,8,63.0,59.0,5.58,5.62,3.53,3725
40074,0.3,4,4,7,62.1,55.0,4.32,4.31,2.68,1114
11175,1.12,2,4,2,61.5,58.0,6.63,6.68,4.09,4953
39022,0.43,3,4,5,59.9,58.0,4.89,4.93,2.94,1056
17760,1.22,2,2,5,58.9,59.0,6.96,7.02,4.12,7152
5412,1.52,3,3,1,61.7,58.0,7.43,7.34,4.56,3820
34918,0.34,3,4,4,61.2,59.0,4.52,4.47,2.75,880
46839,0.57,4,6,3,61.4,55.0,5.35,5.34,3.28,1810
3392,0.27,2,5,6,59.4,64.0,4.16,4.19,2.48,567
102,0.74,4,3,3,61.6,55.0,5.8,5.85,3.59,2760
49134,0.56,4,6,4,61.9,57.0,5.3,5.26,3.27,2066
13065,1.23,1,2,2,63.8,57.4,6.72,6.78,4.31,5412
14863,1.05,2,3,4,63.0,57.0,6.48,6.51,4.09,5987
13400,0.32,4,4,4,62.4,57.0,4.37,4.44,2.75,602
40585,0.41,3,5,5,60.1,58.0,4.84,4.81,2.9,1153
35716,0.3,4,6,4,62.0,55.0,4.34,4.31,2.68,911
32974,0.37,4,5,4,62.6,56.0,4.56,4.61,2.87,811
14352,1.25,4,2,2,61.2,57.0,6.93,6.89,4.23,5810
35141,0.41,4,6,4,61.2,57.0,4.78,4.82,2.94,889
41493,0.44,3,6,5,60.2,59.0,4.93,4.91,2.96,1232
32808,0.34,4,5,5,62.2,55.0,4.49,4.52,2.8,805
15608,1.21,3,5,3,63.0,57.0,6.75,6.7,4.24,6261
15275,1.01,4,3,4,60.4,61.0,6.45,6.5,3.91,6132
12374,0.4,4,4,2,62.1,53.0,4.76,4.78,2.96,597
38894,0.31,4,5,8,60.7,56.0,4.36,4.4,2.66,1051
31840,0.41,3,0,7,62.2,59.0,4.71,4.75,2.94,775
52969,0.24,4,4,6,61.6,54.0,4.0,4.09,2.49,552
24698,0.3,2,2,7,62.6,56.0,4.25,4.28,2.67,638
16428,1.13,3,3,4,60.1,59.0,6.82,6.75,4.08,6561
46781,0.71,2,0,2,60.7,61.0,5.75,5.81,3.51,1805
34003,0.42,4,3,4,61.2,56.0,4.8,4.84,2.95,847
31027,0.31,4,4,4,60.8,57.0,4.41,4.38,2.67,749
30802,0.31,1,4,7,63.6,61.0,4.21,4.25,2.69,742
42657,0.5,2,4,4,60.6,59.0,5.03,5.13,3.08,1333
657,0.7,2,5,4,58.9,60.0,5.83,5.85,3.44,2845
50312,0.7,3,4,3,61.2,59.0,5.7,5.64,3.47,2239
38594,0.45,0,4,4,64.2,58.0,4.9,4.75,3.1,1037
49066,0.7,4,5,3,61.8,57.0,5.71,5.68,3.52,2058
16277,1.51,4,1,4,60.7,57.0,7.42,7.35,4.48,6511
2604,0.72,4,6,4,62.7,56.0,5.71,5.78,3.6,3219
5851,1.0,1,1,3,63.8,58.0,6.32,6.28,4.02,3920
17916,1.2,4,2,4,62.4,56.6,6.74,6.8,4.22,7235
28262,0.25,4,2,3,62.8,54.0,4.05,4.07,2.55,357
31208,0.32,3,6,3,61.5,59.0,4.42,4.39,2.71,756
36556,0.4,3,5,3,62.2,58.0,4.74,4.71,2.94,945
2913,0.94,0,2,3,68.4,53.0,6.05,5.97,4.11,3285
51352,0.71,2,3,3,63.4,56.0,5.64,5.68,3.59,2364
29917,0.33,4,3,6,61.5,55.0,4.47,4.51,2.76,713
41668,0.4,4,1,6,61.4,56.0,4.76,4.79,2.93,1240
19020,0.3,2,5,5,63.6,54.0,4.28,4.33,2.74,620
52892,0.73,2,3,3,60.6,59.0,5.83,5.85,3.54,2585
44008,0.3,2,4,2,61.7,62.0,4.25,4.27,2.63,394
31992,0.3,3,4,4,62.8,58.0,4.29,4.24,2.68,776
41900,0.55,4,0,4,61.7,54.0,5.34,5.29,3.28,1260
31964,0.26,4,4,5,60.9,57.0,4.11,4.13,2.51,452
38644,0.33,4,4,6,61.3,56.0,4.46,4.44,2.73,1040
17041,0.3,2,5,4,60.7,63.0,4.32,4.35,2.63,612
36450,0.31,3,6,4,61.2,59.0,4.37,4.32,2.66,942
14546,1.31,3,0,3,59.6,59.0,7.16,7.13,4.26,5876
10014,1.14,4,0,3,61.7,54.0,6.71,6.74,4.15,4708
4051,0.35,4,2,4,61.2,56.0,4.54,4.55,2.78,571
6108,1.0,3,4,2,62.4,56.0,6.35,6.31,3.95,3977
49643,0.3,4,2,3,62.6,55.0,4.32,4.28,2.69,540
50289,0.3,4,2,6,61.9,56.0,4.28,4.31,2.65,542
43538,0.41,4,6,5,61.9,56.0,4.76,4.8,2.96,1427
16151,1.22,4,4,3,62.8,55.0,6.87,6.79,4.29,6456
6218,0.89,2,5,3,62.7,57.0,6.08,6.13,3.83,4003
2146,0.57,2,6,7,62.8,56.0,5.27,5.31,3.32,3126
42090,0.55,4,5,2,62.0,56.0,5.27,5.22,3.25,1273
42352,0.59,4,1,4,62.0,54.0,5.4,5.43,3.36,1300
13381,0.3,4,4,4,62.3,53.5,4.27,4.32,2.68,601
23349,0.3,4,1,3,61.7,57.0,4.3,4.32,2.66,422
11699,1.29,2,0,4,61.3,60.0,6.96,6.98,4.27,5068
44121,0.5,4,5,4,62.3,57.0,5.04,5.08,3.15,1559
44919,0.53,4,6,3,61.7,56.0,5.15,5.23,3.2,1631
11412,0.9,3,4,5,62.7,58.0,6.17,6.14,3.86,5000
10671,1.03,4,6,2,60.7,55.0,6.61,6.53,3.99,4839
40575,0.52,4,1,4,62.3,54.0,5.17,5.2,3.23,1152
50232,0.7,4,3,2,62.4,55.0,5.66,5.72,3.55,2232
33016,0.31,0,5,4,54.2,63.0,4.61,4.51,2.47,814
6701,0.25,2,5,4,59.7,61.0,4.08,4.1,2.44,409
17693,1.27,3,3,3,61.4,59.0,6.98,6.94,4.27,7133
32780,0.34,4,1,7,61.8,56.0,4.5,4.47,2.77,803
4008,0.9,2,4,2,61.6,58.0,6.15,6.23,3.81,3519
16545,1.37,2,3,2,62.8,57.0,7.06,7.12,4.45,6609
43859,0.53,2,3,4,60.1,59.0,5.22,5.26,3.15,1449
28002,0.3,3,5,4,61.6,58.0,4.31,4.33,2.66,658
38865,0.4,3,4,5,61.5,59.0,4.76,4.71,2.91,1050
30631,0.31,4,6,4,62.2,55.0,4.31,4.34,2.69,734
49321,0.51,3,4,6,60.5,59.0,5.15,5.17,3.12,2093
43030,0.5,2,3,4,62.8,56.0,5.05,5.08,3.18,1373
4750,1.0,3,0,4,62.0,62.0,6.42,6.35,3.96,3685
11418,0.9,1,3,6,63.6,58.0,6.1,6.11,3.88,5001
22701,0.3,0,5,3,64.5,49.0,4.28,4.25,2.75,630
2800,1.04,1,2,1,63.9,58.0,6.42,6.35,4.08,3261
3890,0.73,4,3,7,61.6,56.0,5.77,5.82,3.57,3487
52665,0.74,2,1,6,61.0,59.0,5.83,5.85,3.56,2550
14257,1.0,3,6,3,62.5,59.0,6.32,6.38,3.97,5775
27708,0.32,4,2,4,62.5,55.0,4.42,4.38,2.75,648
46737,0.72,2,2,2,63.5,55.0,5.66,5.62,3.58,1799
18712,0.27,2,4,7,62.0,58.0,4.18,4.21,2.6,620
39899,0.42,4,6,4,61.2,56.0,4.84,4.8,2.95,1103
30831,0.33,3,1,6,61.4,58.0,4.48,4.45,2.74,743
4837,0.9,2,1,4,60.7,59.0,6.23,6.26,3.79,3709
52336,0.72,1,2,4,61.8,61.0,5.68,5.75,3.53,2497
40580,0.5,4,3,3,62.1,57.0,5.05,5.09,3.15,1153
9284,1.01,1,5,2,60.2,60.0,6.37,6.42,3.85,4566
29210,0.31,4,5,4,59.8,57.0,4.43,4.46,2.65,695
32320,0.3,3,2,8,60.4,60.0,4.3,4.34,2.61,789
9385,0.32,1,6,3,63.6,56.0,4.34,4.37,2.77,589
2356,1.01,0,3,2,68.5,63.0,6.08,6.0,4.14,3173
3255,0.91,1,6,3,64.0,59.0,6.13,6.02,3.89,3357
40012,0.7,3,1,1,62.3,58.0,5.69,5.55,3.51,1107
28220,0.33,2,3,5,59.7,61.0,4.44,4.47,2.66,666
41559,0.54,3,4,3,61.8,60.0,5.2,5.22,3.22,1237
16640,1.2,1,5,3,59.9,64.0,6.84,6.79,4.08,6653
7439,1.09,1,4,3,61.0,64.0,6.63,6.58,4.03,4230
17527,1.02,4,3,5,61.4,57.0,6.45,6.49,3.98,7055
35072,0.38,2,3,5,57.1,63.0,4.77,4.86,2.75,886
7805,1.29,3,1,2,61.1,62.0,7.0,6.94,4.26,4291
31197,0.32,4,1,7,62.5,55.0,4.4,4.37,2.74,756
49717,0.63,2,4,5,59.2,57.0,5.56,5.66,3.32,2149
42431,0.54,2,4,3,64.0,59.0,5.14,5.18,3.3,1314
12652,1.0,4,5,3,62.3,55.0,6.34,6.41,3.97,5299
18338,1.5,2,2,3,63.5,58.0,7.23,7.17,4.57,7459
15629,1.01,3,4,4,62.7,58.0,6.37,6.3,3.97,6271
43248,0.38,3,6,7,60.4,59.0,4.7,4.71,2.84,1400
33471,0.32,4,4,4,61.3,56.0,4.43,4.41,2.71,828
14146,1.22,3,6,3,62.3,60.0,6.84,6.8,4.25,5739
51240,0.74,2,1,5,63.4,57.0,5.81,5.76,3.67,2353
43026,0.46,3,5,5,61.7,59.0,4.93,4.96,3.05,1372
40984,0.5,1,5,2,63.7,55.0,5.08,5.03,3.22,1181
44381,0.5,4,4,4,62.0,56.0,5.07,5.11,3.15,1581
12316,1.02,2,4,3,62.2,56.0,6.39,6.43,3.99,5222
47485,0.83,4,2,2,61.8,57.0,6.08,5.99,3.73,1863
25361,0.28,2,4,7,60.1,59.0,4.24,4.25,2.55,642
14685,1.14,3,4,3,59.6,58.0,6.78,6.8,4.05,5925
15021,1.0,3,3,4,63.0,58.0,6.4,6.33,4.01,6048
12490,1.02,0,4,3,64.8,59.0,6.33,6.23,4.07,5255
9967,1.0,3,2,3,61.5,58.0,6.37,6.45,3.94,4702
40697,0.4,4,5,6,62.2,56.0,4.71,4.78,2.95,1158
8077,1.01,3,6,2,60.8,61.0,6.5,6.45,3.94,4338
46280,0.56,2,5,4,61.0,58.0,5.29,5.34,3.24,1755
28656,0.35,4,3,6,61.9,57.0,4.49,4.52,2.79,676
5171,0.71,4,3,8,61.8,57.0,5.7,5.75,3.54,3772
41096,0.57,4,3,2,61.6,54.0,5.35,5.37,3.3,1193
47757,0.73,0,1,2,61.3,67.0,5.77,5.64,3.51,1892
18176,1.13,4,4,4,62.1,56.0,6.65,6.71,4.15,7369
29790,0.3,4,6,3,62.1,56.0,4.33,4.3,2.68,709
46564,0.53,3,6,4,62.4,59.0,5.14,5.18,3.22,1783
33411,0.32,4,3,5,60.8,57.0,4.42,4.39,2.68,828
51513,0.7,0,3,5,56.2,65.0,5.93,5.88,3.32,2384
10991,1.21,3,2,2,62.9,58.0,6.74,6.69,4.23,4913
46195,0.5,4,4,4,60.9,57.0,5.14,5.16,3.14,1749
41862,0.64,4,1,2,61.2,55.0,5.54,5.6,3.41,1257
49297,0.39,4,0,3,62.6,53.0,4.68,4.71,2.94,539
29334,0.31,3,2,5,61.5,61.0,4.34,4.31,2.66,698
38030,0.38,4,4,6,62.1,54.6,4.65,4.69,2.9,1010
4063,0.31,1,6,3,63.5,57.0,4.28,4.32,2.73,571
16268,1.21,3,6,2,62.5,57.0,6.79,6.71,4.22,6505
16285,0.92,4,6,4,61.4,56.0,6.26,6.28,3.85,6513
33307,0.4,1,6,4,61.2,62.0,4.7,4.75,2.89,827
23348,0.3,4,3,2,61.6,56.0,4.32,4.35,2.67,422
8777,1.04,4,0,3,62.0,53.0,6.51,6.55,4.05,4469
48516,0.58,4,5,4,61.9,57.0,5.37,5.33,3.31,1984
29079,0.43,2,5,2,61.8,60.0,4.83,4.85,2.99,688
17812,1.01,4,3,4,61.9,56.0,6.4,6.44,3.97,7179
11607,1.12,4,4,2,61.9,55.0,6.68,6.72,4.15,5046
49566,0.72,4,2,2,61.5,56.0,5.8,5.75,3.55,2131
39096,0.41,4,1,6,61.7,56.0,4.8,4.77,2.95,1061
35641,0.31,4,3,6,61.9,55.0,4.36,4.33,2.69,907
41863,0.4,4,3,8,61.1,56.0,4.76,4.79,2.92,1257
32693,0.31,2,3,5,63.2,56.0,4.29,4.28,2.71,802
46712,0.59,4,6,3,61.3,59.0,5.36,5.4,3.3,1793
14744,1.19,4,4,3,62.1,56.0,6.81,6.84,4.24,5937
18078,1.25,2,2,4,62.1,56.0,6.91,6.96,4.31,7305
44623,0.57,4,5,3,62.1,56.0,5.3,5.33,3.3,1608
37517,0.41,1,3,7,61.0,61.0,4.77,4.8,2.92,986
47227,0.6,4,6,3,62.3,57.0,5.42,5.37,3.36,1840
52973,0.37,4,2,3,60.9,57.0,4.63,4.67,2.83,552
10027,0.23,2,3,7,60.2,59.0,4.0,4.01,2.41,415
49167,0.71,3,4,2,62.6,59.0,5.64,5.6,3.52,2072
6896,0.9,2,5,4,61.1,63.0,6.17,6.2,3.78,4134
37863,0.4,4,3,4,60.5,57.0,4.74,4.8,2.89,1003
50637,0.23,2,4,4,61.6,59.0,3.96,4.0,2.45,402
28455,0.41,1,3,3,63.4,57.0,4.7,4.73,2.99,671
49681,0.72,2,0,6,63.0,59.0,5.7,5.72,3.6,2144
15788,1.26,2,1,3,61.9,58.0,6.97,6.92,4.3,6318
43998,0.3,3,1,3,60.9,59.0,4.34,4.36,2.65,394
10487,1.02,2,2,3,62.9,59.0,6.38,6.41,4.02,4796
16661,1.03,2,4,5,61.7,56.0,6.47,6.49,4.0,6662
34790,0.4,3,3,5,60.3,59.0,4.76,4.8,2.88,877
9516,1.22,4,1,2,61.8,57.0,6.9,6.83,4.23,4612
30285,0.34,2,0,5,61.7,58.0,4.41,4.47,2.74,447
4353,1.13,4,2,1,61.1,56.0,6.71,6.77,4.12,3603
7846,0.8,2,5,6,62.9,59.0,5.88,5.95,3.72,4304
35013,0.4,3,5,3,60.8,62.0,4.76,4.72,2.88,882
44079,0.51,4,6,3,62.0,55.0,5.11,5.15,3.18,1553
34389,0.41,4,4,4,61.8,56.0,4.78,4.8,2.96,863
37119,0.42,3,6,3,60.2,57.0,4.89,4.85,2.93,970
53103,0.83,1,3,2,63.7,56.0,5.92,5.95,3.78,2614
12854,0.92,3,5,5,60.9,61.0,6.25,6.22,3.8,5358
753,0.7,1,5,6,60.1,63.0,5.68,5.71,3.42,2857
31856,0.3,4,2,6,61.7,54.0,4.34,4.31,2.67,776
8989,1.01,4,1,3,61.9,57.0,6.4,6.5,3.98,4509
11467,1.11,4,0,5,61.3,55.0,6.65,6.75,4.11,5012
38092,0.36,4,5,4,61.7,55.0,4.63,4.57,2.84,1013
34849,0.3,4,3,6,63.0,57.0,4.32,4.28,2.71,878
53830,0.72,4,4,3,61.2,55.0,5.78,5.82,3.55,2737
9442,0.83,4,4,5,62.3,56.4,5.97,6.02,3.73,4592
5857,0.51,0,4,6,65.4,60.0,4.98,4.9,3.23,3920
47181,0.51,4,4,5,61.3,54.0,5.23,5.12,3.17,1836
10569,0.94,3,6,3,60.7,60.0,6.32,6.27,3.82,4817
3481,0.81,4,3,4,61.5,55.0,6.0,6.06,3.71,3397
30224,0.33,3,5,4,61.0,60.0,4.43,4.46,2.71,723
31326,0.32,4,5,5,61.9,56.0,4.38,4.41,2.72,758
47016,0.56,4,5,4,61.7,54.0,5.28,5.35,3.28,1819
35115,0.3,4,4,8,61.8,56.0,4.31,4.33,2.67,886
49652,0.82,1,0,3,57.4,59.0,6.25,6.19,3.57,2140
11048,0.37,1,1,4,64.0,56.0,4.58,4.45,2.89,595
2709,0.35,4,3,4,61.6,54.0,4.55,4.58,2.81,563
15687,1.3,2,1,4,62.7,57.0,6.88,6.9,4.32,6290
52199,0.71,3,5,3,60.3,58.0,5.78,5.76,3.48,2479
35297,0.3,2,1,5,62.9,58.0,4.26,4.29,2.69,473
2478,0.73,4,4,6,62.2,54.0,5.8,5.75,3.59,3193
38193,0.41,2,6,3,63.1,59.0,4.71,4.7,2.97,1015
43294,0.52,4,2,4,61.6,55.0,5.19,5.24,3.21,1401
39360,0.52,3,4,2,62.7,57.0,5.11,5.07,3.19,1073
47805,0.64,3,4,3,60.1,60.0,5.62,5.57,3.36,1901
6900,0.9,2,3,4,63.4,59.0,6.08,6.13,3.87,4135
15096,1.25,4,1,3,59.6,59.0,7.01,7.09,4.2,6066
29074,0.32,4,4,4,61.9,57.0,4.36,4.37,2.71,688
50134,0.7,2,3,5,62.9,59.0,5.56,5.63,3.52,2212
6496,0.9,2,5,4,61.1,63.0,6.2,6.17,3.78,4062
5203,1.04,3,6,2,58.3,58.0,6.67,6.63,3.88,3780
7079,0.33,4,3,4,61.6,55.0,4.43,4.46,2.74,579
30778,0.3,3,6,6,60.7,59.0,4.33,4.34,2.63,741
9072,1.03,2,2,3,61.1,59.0,6.5,6.56,3.99,4520
18040,0.35,2,5,3,62.9,58.0,4.48,4.52,2.83,614
34917,0.34,4,4,4,62.1,56.0,4.51,4.47,2.79,880
52108,0.61,4,2,8,59.4,59.0,5.55,5.59,3.31,2461
33077,0.26,3,5,7,60.9,59.0,4.12,4.09,2.5,814
52435,0.7,3,1,7,59.1,60.0,5.77,5.8,3.42,2513
50565,0.7,2,4,3,59.1,59.0,5.76,5.91,3.45,2278
10175,1.0,0,2,5,64.1,60.0,6.3,6.22,4.01,4732
53175,0.71,2,5,4,61.6,56.0,5.74,5.81,3.56,2630
42242,0.52,4,6,2,61.9,55.0,5.16,5.18,3.2,1292
47641,0.23,2,6,7,63.3,58.0,3.9,3.93,2.48,530
44172,0.53,3,6,3,61.4,58.0,5.19,5.23,3.2,1566
2256,0.77,2,2,5,62.2,57.0,5.81,5.86,3.63,3152
14171,1.01,3,5,3,61.0,59.0,6.47,6.44,3.94,5749
15630,1.01,3,4,4,62.3,58.0,6.34,6.3,3.94,6271
16143,1.2,3,2,3,61.3,60.0,6.87,6.81,4.19,6451
3436,0.9,3,2,3,62.6,58.0,6.12,6.08,3.82,3387
4459,0.91,3,1,5,59.5,62.0,6.3,6.24,3.73,3620
6695,0.31,1,1,3,63.3,53.0,4.3,4.32,2.73,408
51583,0.6,3,5,6,62.4,61.0,5.36,5.31,3.33,2393
33725,0.38,4,5,3,61.4,57.0,4.67,4.64,2.86,838
1451,0.81,4,4,3,61.9,57.0,5.98,6.01,3.71,2977
36298,0.34,3,5,2,61.7,58.0,4.5,4.54,2.79,477
35642,0.31,4,3,6,62.4,56.0,4.36,4.33,2.71,907
51525,0.7,3,5,3,61.3,58.0,5.71,5.84,3.54,2386
29883,0.3,4,6,4,62.2,54.0,4.28,4.31,2.67,710
50745,0.69,4,3,3,62.4,56.0,5.66,5.69,3.55,2297
45549,0.51,4,6,3,61.6,56.0,5.12,5.1,3.15,1687
3329,0.71,2,5,6,61.7,60.0,5.7,5.74,3.53,3376
46320,0.58,4,2,4,61.2,56.0,5.41,5.39,3.3,1755
